chave_municipal,município,codigo_ibge,regiao,populacao_2025,populacao_censo_2022,idhm_2010,pib_per_capita_2023_reais,pib_2023_mil_reais,densidade_hab_km2,area_km2,valor_pago,total_repasses,qtd_repasses,valor_medio
4308300,Fontoura Xavier,4308300,Sul,9710,9550.0,0.661,27277.0,260495.0,16.37,583.239,1334883.72,1334883.72,3,444961.24
4308805,General Camara,4308805,Sul,7743,7612.0,0.686,30749.0,234058.0,14.93,510.01,1334883.72,1334883.72,3,444961.24
4309753,Ibarama,4309753,Sul,3787,3732.0,0.652,28261.0,105469.0,19.1,195.426,1334883.72,1334883.72,3,444961.24
4310363,Imigrante,4310363,Sul,3149,3080.0,0.743,191713.0,590476.0,42.95,71.716,1334883.72,1334883.72,3,444961.24
4311775,Maquine,4311775,Sul,7593,7418.0,0.682,30837.0,228748.0,12.09,613.58,1334883.72,1334883.72,3,444961.24
4313102,Nova Palma,4313102,Sul,5676,5586.0,0.744,54932.0,306852.0,17.76,314.613,1334883.72,1334883.72,3,444961.24
4314035,Pareci Novo,4314035,Sul,4441,4319.0,0.749,36873.0,159254.0,75.13,57.485,1334883.72,1334883.72,3,444961.24
4314076,Passo do Sobrado,4314076,Sul,6155,6025.0,0.698,46784.0,281871.0,22.72,265.133,1334883.72,1334883.72,3,444961.24
4314472,Pinhal Grande,4314472,Sul,3861,3805.0,0.678,131668.0,500998.0,7.96,478.11,1334883.72,1334883.72,3,444961.24
4314787,Ponte Preta,4314787,Sul,1602,1575.0,0.725,49725.0,78317.0,15.83,99.504,1334883.72,1334883.72,3,444961.24
4315206,Putinga,4315206,Sul,3809,3747.0,0.715,41035.0,153758.0,17.33,216.159,1334883.72,1334883.72,3,444961.24
4315453,Relvado,4315453,Sul,1826,1796.0,0.731,42092.0,75597.0,16.6,108.188,1334883.72,1334883.72,3,444961.24
4317251,Santa Tereza,4317251,Sul,1529,1505.0,0.746,35709.0,53742.0,20.43,73.669,1334883.72,1334883.72,5,266976.744
4318432,Sao Joao do Polesine,4318432,Sul,2708,2649.0,0.748,44535.0,117973.0,33.82,78.32,1334883.72,1334883.72,3,444961.24
4319711,Sao Valentim do Sul,4319711,Sul,2255,2207.0,0.764,38449.0,84857.0,24.02,91.898,1334883.72,1334883.72,3,444961.24
4319752,Sao Vendelino,4319752,Sul,2309,2251.0,0.754,46784.0,105311.0,70.49,31.935,1334883.72,1334883.72,3,444961.24
4320263,Segredo,4320263,Sul,6098,6009.0,0.659,30236.0,181686.0,24.51,245.17,1334883.72,1334883.72,3,444961.24
4320651,Silveira Martins,4320651,Sul,2056,2028.0,0.742,35604.0,72204.0,17.0,119.285,1334883.72,1334883.72,3,444961.24
4320677,Sinimbu,4320677,Sul,8685,8578.0,0.631,28942.0,248267.0,16.81,510.213,1334883.72,1334883.72,3,444961.24
4321626,Travesseiro,4321626,Sul,2192,2152.0,0.701,39999.0,86078.0,26.67,80.681,1334883.72,1334883.72,3,444961.24
4322525,Vale Verde,4322525,Sul,3213,3150.0,0.646,49797.0,156860.0,9.55,329.727,1334883.72,1334883.72,3,444961.24
4322855,Vespasiano Correa,4322855,Sul,1851,1818.0,0.723,57397.0,104348.0,16.0,113.622,1334883.72,1334883.72,3,444961.24
4302402,Bom Retiro do Sul,4302402,Sul,12587,12294.0,0.739,41461.0,509725.0,119.89,102.54,1246511.63,1246511.63,2,623255.815
4315800,Roca Sales,4315800,Sul,10646,10418.0,0.729,60147.0,626611.0,50.06,208.108,1246511.63,1246511.63,2,623255.815
4319125,Sao Martinho da Serra,4319125,Sul,2908,2860.0,0.652,73850.0,211210.0,4.27,669.547,1134883.72,1134883.72,2,567441.86
4301925,Barra do Rio Azul,4301925,Sul,1721,1696.0,0.723,46327.0,78571.0,11.54,146.995,984883.72,984883.72,2,492441.86
4308433,Forquetinha,4308433,Sul,2441,2393.0,0.683,26959.0,64513.0,25.66,93.275,984883.72,984883.72,2,492441.86
4310751,Ivora,4310751,Sul,1962,1929.0,0.724,27969.0,53952.0,15.69,122.93,984883.72,984883.72,2,492441.86
4312054,Marques de Souza,4312054,Sul,4050,3969.0,0.687,34642.0,137495.0,31.57,125.714,984883.72,984883.72,2,492441.86
4312609,Mucum,4312609,Sul,4692,4601.0,0.746,59414.0,273363.0,41.36,111.247,984883.72,984883.72,2,492441.86
4314027,Paraiso do Sul,4314027,Sul,6627,6519.0,0.676,35287.0,230034.0,19.31,337.534,984883.72,984883.72,2,492441.86
4314068,Passa Sete,4314068,Sul,4024,3983.0,0.622,36309.0,144618.0,13.09,304.266,984883.72,984883.72,2,492441.86
4318465,Sao Jose do Herval,4318465,Sul,1931,1902.0,0.717,29282.0,55694.0,18.48,102.912,984883.72,984883.72,2,492441.86
4320602,Severiano de Almeida,4320602,Sul,3463,3406.0,0.752,41812.0,142412.0,20.32,167.598,984883.72,984883.72,2,492441.86
4315131,Pouso Novo,4315131,Sul,1771,1739.0,0.715,33297.0,57904.0,16.51,105.338,784883.72,784883.72,1,784883.72
4309555,Harmonia,4309555,Sul,5535,5378.0,0.749,57073.0,306941.0,110.76,48.557,450000.0,350000.0,2,175000.0
4300208,Ajuricaba,4300208,Sul,6843,6720.0,0.753,57072.0,383525.0,20.83,322.674,350000.0,350000.0,2,175000.0
4300307,Alecrim,4300307,Sul,6219,6123.0,0.672,25105.0,153719.0,19.35,316.394,350000.0,350000.0,2,175000.0
4300406,Alegrete,4300406,Sul,74285,72409.0,0.74,42840.0,3102028.0,9.28,7800.428,350000.0,350000.0,2,175000.0
4300570,Alto Feliz,4300570,Sul,3145,3072.0,0.734,66136.0,203171.0,39.3,78.175,350000.0,350000.0,2,175000.0
4300703,Anta Gorda,4300703,Sul,6080,5957.0,0.74,55944.0,333257.0,24.61,242.1,350000.0,350000.0,2,175000.0
4300802,Antonio Prado,4300802,Sul,13332,13045.0,0.758,71019.0,926443.0,37.54,347.541,350000.0,350000.0,2,175000.0
4300877,Ararica,4300877,Sul,8831,8525.0,0.679,37883.0,322955.0,240.88,35.391,350000.0,350000.0,2,175000.0
4301107,Arroio dos Ratos,4301107,Sul,14934,14601.0,0.698,27737.0,404985.0,34.29,425.791,350000.0,350000.0,2,175000.0
4301404,Arvorezinha,4301404,Sul,10547,10322.0,0.694,39203.0,404652.0,38.33,269.31,350000.0,350000.0,2,175000.0
4301503,Augusto Pestana,4301503,Sul,7303,7149.0,0.743,49054.0,350687.0,20.53,348.231,350000.0,350000.0,2,175000.0
4301602,Bage,4301602,Sul,121928,117938.0,0.74,37433.0,4414768.0,28.83,4090.36,350000.0,350000.0,2,175000.0
4301651,Barao,4301651,Sul,6496,6461.0,0.748,71647.0,462911.0,51.79,124.757,350000.0,350000.0,2,175000.0
4302303,Bom Jesus,4302303,Sul,11429,11202.0,0.666,52973.0,593403.0,4.27,2622.837,350000.0,350000.0,2,175000.0
4302451,Boqueirao do Leao,4302451,Sul,6202,6247.0,0.7,31862.0,199040.0,23.49,265.952,350000.0,350000.0,2,175000.0
4302584,Bozano,4302584,Sul,2195,2151.0,0.745,55521.0,119425.0,10.73,200.497,350000.0,350000.0,2,175000.0
4302907,Cacequi,4302907,Sul,11300,11157.0,0.7,50804.0,566823.0,4.7,2373.507,350000.0,350000.0,2,175000.0
4303202,Cacique Doble,4303202,Sul,4692,4603.0,0.662,33461.0,154022.0,22.56,204.055,350000.0,350000.0,2,175000.0
4303400,Caicara,4303400,Sul,4931,4836.0,0.699,33063.0,159894.0,25.57,189.16,350000.0,350000.0,2,175000.0
4303558,Camargo,4303558,Sul,3060,2981.0,0.736,205446.0,612435.0,21.59,138.069,350000.0,350000.0,2,175000.0
4304101,Campos Borges,4304101,Sul,3695,3613.0,0.708,29067.0,105020.0,15.97,226.202,350000.0,350000.0,2,175000.0
4304358,Candiota,4304358,Sul,11012,10710.0,0.698,158673.0,1699384.0,11.47,933.628,350000.0,350000.0,2,175000.0
4304408,Canela,4304408,Sul,50715,48946.0,0.748,40038.0,1959719.0,193.46,253.002,350000.0,350000.0,2,175000.0
4304622,Capao Bonito do Sul,4304622,Sul,1769,1733.0,0.637,128720.0,223071.0,3.29,526.85,350000.0,350000.0,2,175000.0
4304689,Capela de Santana,4304689,Sul,11424,11159.0,0.661,28313.0,315947.0,61.06,182.756,350000.0,350000.0,2,175000.0
4304697,Capitao,4304697,Sul,2994,2921.0,0.746,30321.0,88569.0,39.49,73.967,350000.0,350000.0,2,175000.0
4304804,Carlos Barbosa,4304804,Sul,31585,30420.0,0.796,125414.0,3815080.0,132.23,230.061,350000.0,350000.0,2,175000.0
4304853,Carlos Gomes,4304853,Sul,1384,1368.0,0.739,45148.0,61763.0,16.45,83.155,350000.0,350000.0,2,175000.0
4305405,Chiapetta,4305405,Sul,3991,3913.0,0.732,67904.0,265708.0,9.85,397.179,350000.0,350000.0,2,175000.0
4305447,Chuvisca,4305447,Sul,4682,4597.0,0.616,35548.0,163415.0,20.85,220.471,350000.0,350000.0,2,175000.0
4305504,Ciriaco,4305504,Sul,4208,4149.0,0.719,56257.0,233410.0,15.12,274.35,350000.0,350000.0,2,175000.0
4305934,Coronel Pilar,4305934,Sul,1637,1607.0,0.727,36187.0,58153.0,15.21,105.668,350000.0,350000.0,2,175000.0
4306072,Cristal do Sul,4306072,Sul,2745,2692.0,0.66,36697.0,98787.0,27.73,97.077,350000.0,350000.0,2,175000.0
4306130,Cruzaltense,4306130,Sul,1650,1635.0,0.719,64187.0,104945.0,9.8,166.883,350000.0,350000.0,2,175000.0
4306304,David Canabarro,4306304,Sul,4400,4321.0,0.762,47878.0,206880.0,24.73,174.734,350000.0,350000.0,2,175000.0
4306452,Dois Lajeados,4306452,Sul,3156,3097.0,0.757,53601.0,166002.0,23.19,133.535,350000.0,350000.0,2,175000.0
4306908,Encruzilhada do Sul,4306908,Sul,24275,23819.0,0.657,49940.0,1189528.0,7.11,3347.861,350000.0,350000.0,2,175000.0
4306957,Entre Rios do Sul,4306957,Sul,2727,2685.0,0.703,78105.0,209711.0,22.39,119.912,350000.0,350000.0,2,175000.0
4307005,Erechim,4307005,Sul,109609,105705.0,0.776,80385.0,8497106.0,246.3,429.164,350000.0,350000.0,2,175000.0
4307203,Erval Grande,4307203,Sul,5027,4930.0,0.681,32794.0,161672.0,17.26,285.677,350000.0,350000.0,2,175000.0
4307815,Estrela Velha,4307815,Sul,3115,3070.0,0.679,47325.0,145289.0,10.9,281.613,350000.0,350000.0,2,175000.0
4307864,Fagundes Varela,4307864,Sul,2620,2566.0,0.763,73986.0,189848.0,19.11,134.295,350000.0,350000.0,2,175000.0
4307906,Farroupilha,4307906,Sul,72552,70286.0,0.777,70578.0,4960621.0,194.51,361.341,350000.0,350000.0,2,175000.0
4308052,Faxinalzinho,4308052,Sul,2572,2520.0,0.666,45095.0,113640.0,17.58,143.321,350000.0,350000.0,2,175000.0
4308201,Flores da Cunha,4308201,Sul,32015,30892.0,0.754,107998.0,3336288.0,111.83,276.241,350000.0,350000.0,2,175000.0
4308607,Garibaldi,4308607,Sul,35563,34335.0,0.786,103843.0,3565442.0,203.78,168.492,350000.0,350000.0,2,175000.0
4308656,Garruchos,4308656,Sul,2724,2688.0,0.671,50126.0,134739.0,3.34,803.737,350000.0,350000.0,2,175000.0
4309126,Gramado dos Loureiros,4309126,Sul,2047,2014.0,0.685,43490.0,87589.0,15.33,131.396,350000.0,350000.0,2,175000.0
4309258,Guabiju,4309258,Sul,1441,1417.0,0.758,75994.0,107684.0,9.64,146.925,350000.0,350000.0,2,175000.0
4307104,Herval,4307104,Sul,6302,6191.0,0.687,32205.0,199383.0,3.52,1759.717,350000.0,350000.0,2,175000.0
4310009,Ibiruba,4310009,Sul,22106,21583.0,0.765,79138.0,1708042.0,35.55,607.185,350000.0,350000.0,2,175000.0
4310207,Ijui,4310207,Sul,87848,84780.0,0.781,72013.0,6105244.0,123.05,688.982,350000.0,350000.0,2,175000.0
4310413,Inhacora,4310413,Sul,2047,2014.0,0.673,37932.0,76396.0,17.71,113.749,350000.0,350000.0,2,175000.0
4310553,Itacurubi,4310553,Sul,3038,2995.0,0.657,38178.0,114342.0,2.67,1120.874,350000.0,350000.0,2,175000.0
4310579,Itapuca,4310579,Sul,1963,1937.0,0.664,48467.0,93881.0,10.49,184.673,350000.0,350000.0,4,87500.0
4310603,Itaqui,4310603,Sul,36811,35768.0,0.713,57843.0,2068939.0,10.5,3406.606,350000.0,350000.0,2,175000.0
4310652,Itati,4310652,Sul,2696,2638.0,0.669,39228.0,103483.0,12.86,205.06,350000.0,350000.0,2,175000.0
4311007,Jaguarao,4311007,Sul,27396,26603.0,0.707,38898.0,1034802.0,12.97,2051.845,350000.0,350000.0,2,175000.0
4311239,Lagoa Bonita do Sul,4311239,Sul,2283,2251.0,0.67,37416.0,84224.0,20.51,109.758,350000.0,350000.0,2,175000.0
4311429,Lajeado do Bugre,4311429,Sul,2661,2601.0,0.613,25157.0,65433.0,38.28,67.947,350000.0,350000.0,2,175000.0
4311601,Liberato Salzano,4311601,Sul,4845,4781.0,0.685,31912.0,152571.0,19.46,245.627,350000.0,350000.0,2,175000.0
4311759,Manoel Viana,4311759,Sul,6915,6801.0,0.655,44603.0,303342.0,4.89,1390.696,350000.0,350000.0,2,175000.0
4311791,Marata,4311791,Sul,2521,2470.0,0.697,42165.0,104147.0,30.1,82.063,350000.0,350000.0,4,87500.0
4312138,Mato Castelhano,4312138,Sul,2611,2553.0,0.727,50334.0,128502.0,10.71,238.268,350000.0,350000.0,2,175000.0
4312153,Mato Leitao,4312153,Sul,5001,4859.0,0.746,60721.0,295044.0,103.83,46.799,350000.0,350000.0,2,175000.0
4312302,Miraguai,4312302,Sul,4501,4427.0,0.725,45312.0,200597.0,33.73,131.236,350000.0,350000.0,2,175000.0
4312385,Monte Belo do Sul,4312385,Sul,2608,2557.0,0.752,49596.0,126816.0,36.67,69.726,350000.0,350000.0,2,175000.0
4312443,Morrinhos do Sul,4312443,Sul,3133,3071.0,0.711,33620.0,103248.0,18.48,166.224,350000.0,350000.0,2,175000.0
4312450,Morro Redondo,4312450,Sul,6168,6046.0,0.702,25343.0,153226.0,24.71,244.645,350000.0,350000.0,2,175000.0
4312476,Morro Reuter,4312476,Sul,6167,6029.0,0.743,50430.0,304040.0,67.43,89.412,350000.0,350000.0,2,175000.0
4312757,Nova Alvorada,4312757,Sul,3229,3163.0,0.74,63845.0,201942.0,21.25,148.861,350000.0,350000.0,2,175000.0
4312906,Nova Bassano,4312906,Sul,9867,9649.0,0.747,79289.0,765058.0,45.6,211.611,350000.0,350000.0,2,175000.0
4313003,Nova Brescia,4313003,Sul,3104,3044.0,0.778,50582.0,153973.0,29.56,102.994,350000.0,350000.0,2,175000.0
4313037,Nova Esperanca do Sul,4313037,Sul,4976,4865.0,0.735,40542.0,197238.0,25.47,191.0,350000.0,350000.0,2,175000.0
4313086,Nova Padua,4313086,Sul,2389,2343.0,0.761,49460.0,115884.0,22.83,102.643,350000.0,350000.0,2,175000.0
4313201,Nova Petropolis,4313201,Sul,23934,23300.0,0.78,47366.0,1103618.0,80.3,290.164,350000.0,350000.0,2,175000.0
4313300,Nova Prata,4313300,Sul,26637,25692.0,0.766,60691.0,1559276.0,98.84,259.941,350000.0,350000.0,2,175000.0
4313490,Novo Barreiro,4313490,Sul,4375,4272.0,0.706,28163.0,120313.0,34.63,123.344,350000.0,350000.0,2,175000.0
4313391,Novo Cabrais,4313391,Sul,3633,3568.0,0.688,36907.0,131684.0,18.49,192.998,350000.0,350000.0,2,175000.0
4313441,Novo Tiradentes,4313441,Sul,2187,2146.0,0.676,34181.0,73353.0,28.45,75.428,350000.0,350000.0,2,175000.0
4313466,Novo Xingu,4313466,Sul,1677,1646.0,0.767,41155.0,67741.0,20.61,79.851,350000.0,350000.0,2,175000.0
4313953,Pantano Grande,4313953,Sul,10443,10212.0,0.661,56464.0,576614.0,12.14,841.225,350000.0,350000.0,2,175000.0
4314001,Parai,4314001,Sul,7362,7194.0,0.773,67870.0,488256.0,59.09,121.745,350000.0,350000.0,2,175000.0
4314159,Paverama,4314159,Sul,8146,7978.0,0.683,37762.0,301262.0,46.42,171.863,350000.0,350000.0,2,175000.0
4314423,Picada Cafe,4314423,Sul,5473,5351.0,0.758,73529.0,393452.0,63.49,84.28,350000.0,350000.0,2,175000.0
4314506,Pinheiro Machado,4314506,Sul,11395,11214.0,0.661,31915.0,357896.0,4.99,2249.176,350000.0,350000.0,2,175000.0
4314779,Pontao,4314779,Sul,3345,3296.0,0.725,82518.0,271978.0,6.56,502.709,350000.0,350000.0,2,175000.0
4315008,Porto Lucena,4315008,Sul,4414,4360.0,0.693,29581.0,128972.0,17.38,250.876,350000.0,350000.0,2,175000.0
4315107,Porto Xavier,4315107,Sul,10127,9938.0,0.723,23152.0,230082.0,35.3,281.497,350000.0,350000.0,2,175000.0
4315172,Protasio Alves,4315172,Sul,2070,2025.0,0.733,46103.0,93358.0,11.77,171.994,350000.0,350000.0,2,175000.0
4315321,Quevedos,4315321,Sul,2553,2507.0,0.665,62327.0,156253.0,4.61,543.359,350000.0,350000.0,4,87500.0
4315354,Quinze de Novembro,4315354,Sul,4003,3910.0,0.756,44218.0,172891.0,17.53,223.072,350000.0,350000.0,2,175000.0
4315750,Riozinho,4315750,Sul,4574,4473.0,0.661,37061.0,165772.0,18.71,239.09,350000.0,350000.0,2,175000.0
4316204,Rondinha,4316204,Sul,5078,4991.0,0.764,45625.0,227716.0,19.77,252.454,350000.0,350000.0,2,175000.0
4316402,Rosario do Sul,4316402,Sul,37674,36630.0,0.699,40904.0,1498313.0,8.43,4343.656,350000.0,350000.0,2,175000.0
4316501,Salvador do Sul,4316501,Sul,7184,6879.0,0.74,57514.0,395636.0,69.38,99.156,350000.0,350000.0,2,175000.0
4316758,Santa Clara do Sul,4316758,Sul,7079,6887.0,0.74,62109.0,427744.0,79.67,86.442,350000.0,350000.0,4,87500.0
4317301,Santa Vitoria do Palmar,4317301,Sul,31965,30983.0,0.712,64253.0,1990739.0,5.95,5206.977,350000.0,350000.0,2,175000.0
4317004,Santana da Boa Vista,4317004,Sul,7128,7024.0,0.633,33831.0,237629.0,4.95,1418.805,350000.0,350000.0,2,175000.0
4317509,Santo Angelo,4317509,Sul,79146,76917.0,0.772,43941.0,3379818.0,113.22,679.34,350000.0,350000.0,2,175000.0
4317608,Santo Antonio da Patrulha,4317608,Sul,44431,42947.0,0.717,50733.0,2178831.0,40.92,1049.583,350000.0,350000.0,2,175000.0
