data,chave_municipal,processo,empenho,cnpj,credor,recurso,valor
2024-05-22,4315503,9999991400246,24002812175,54173568000133,Fundo Mun Prot Defesa Civil Restinga Seca,Tesouro,200000.0
2024-05-22,4306106,9999991400246,24002812181,53190486000134,Pref Mun de Cruz Alta,Tesouro,200000.0
2024-05-22,4306957,9999991400246,24002812194,53099266000108,Pref Mun de Entre Rios do Sul,Tesouro,200000.0
2024-05-22,4321907,9999991400246,24002812213,53590463000117,Fundo Mun de Prot e Defesa Civil Tres Passos,Tesouro,200000.0
2024-05-22,4307005,9999991400246,24002812216,53099510000124,Fundo Mun Defesa Civil de Erechim,Tesouro,200000.0
2024-05-22,4307500,9999991400246,24002812230,53201399000135,Pref Mun de Espumoso,Tesouro,200000.0
2024-05-22,4308805,9999991400246,24002812240,53291871000178,Fundo Mun Defesa Civil de General Camara,Tesouro,200000.0
2024-05-22,4308854,9999991400246,24002812277,53214600000119,Pref Mun de Gentil,Tesouro,200000.0
2024-05-22,4309407,9999991400246,24002812287,19371397000156,Fundo Mun Defesa Civil de Guapore,Tesouro,200000.0
2024-05-22,4310504,9999991400246,24002812291,53157857000186,Fundo Mun Prot e Defesa Civil de Irai,Tesouro,200000.0
2024-05-22,4311254,9999991400246,24002812297,53111309000115,Fundo Mun Defesa Civil de Lagoao,Tesouro,200000.0
2024-05-22,4311775,9999991400246,24002812303,15589183000108,Fundo Mun Defesa Civil de Maquine,Tesouro,200000.0
2024-05-22,4312906,9999991400246,24002812307,52874100000140,Pref Mun de Nova Bassano,Tesouro,200000.0
2024-05-22,4313466,9999991400246,24002812309,53099656000170,Pref Mun Novo Xingu,Tesouro,200000.0
2024-05-22,4314456,9999991400246,24002812315,53186935000170,Fundo Mun de Defesa Civil Pinhal,Tesouro,200000.0
2024-05-22,4322251,9999991400246,24002812325,53015949000121,Pref Mun de Tupandi,Tesouro,200000.0
2024-05-22,4323705,9999991400246,24002812327,19000167000180,Pref Mun de Vista Gaucha,Tesouro,200000.0
2024-05-22,4301107,9999991400246,24002812364,55062207000182,Fundo Mun Defesa Civil Arroio dos Ratos,Tesouro,200000.0
2024-05-22,4314076,9999991400246,24002812506,23527728000171,Fundo Mun Defesa Civil Passo do Sobrado,Tesouro,200000.0
2024-05-22,4314134,9999991400246,24002812530,53179256000174,Fundo Mun de Defesa Civil Fumdec,Tesouro,400000.0
2024-05-22,4316451,9999991400246,24002812537,54072064000127,Fundo Mun Defesa Civil Fumdec,Tesouro,200000.0
2024-05-22,4317301,9999991400246,24002812558,53963551000117,Fundo Mun de Defesa Civil Fumdec,Tesouro,200000.0
2024-05-22,4319406,9999991400246,24002812567,23613481000106,Fundo Mun de Defesa Civil de Sao Pedro do Sul,Tesouro,200000.0
2024-05-22,4319604,9999991400246,24002812579,53942468000161,Fundo Mun Protecao e Defesa Civil Sao Sepe,Tesouro,200000.0
2024-05-22,4320008,9999991400246,24002812598,53209348000150,Fundo Mun Defesa Civil Sapucaia do Sul,Tesouro,200000.0
2024-05-22,4321626,9999991400246,24002812620,53966671000178,Fundo Mun Defesa Civil de Travesseiro,Tesouro,200000.0
2024-05-22,4310579,9999991400246,24002812652,55084930000162,Fundo Mun de Protecao e Defesa Civil Fumpdec,Tesouro,400000.0
2024-05-22,4316907,9999991400246,24002812664,54060951000185,Fundo Mun Defesa Civil de Santa Maria Fumdec,Tesouro,400000.0
2024-05-22,4305900,9999991400246,24002813850,53028507000110,Prfeitura Mun de Coronel Bicaco,Tesouro,200000.0
2024-05-22,4322525,9999991400246,24002813853,53192204000138,Fundo Mun Defesa Civil de Vale Verde,Tesouro,200000.0
2024-05-22,4307104,9999991400246,24002813857,53187685000193,Pref Mun de Herval,Tesouro,200000.0
2024-05-22,4320107,9999991400246,24002813858,19876209000141,Fundo Mun Defesa Civil de Sarandi,Tesouro,200000.0
2024-05-22,4318804,9999991400246,24002813862,16812367000140,Fundo Mun Defesa Civil Sao Lourenco do Sul,Tesouro,200000.0
2024-05-22,4312302,9999991400246,24002813867,53123057000144,Pref Mun de Miraguai,Tesouro,200000.0
2024-05-22,4318101,9999991400246,24002813874,53155872000195,Fundo Mun Defesa Civil Sao Francisco de Assis,Tesouro,200000.0
2024-05-22,4312955,9999991400246,24002813877,19392971000152,Fundo Mun Prot Defesa Civil de Nova Boa Vista,Tesouro,200000.0
2024-05-22,4314779,9999991400246,24002813879,53203245000182,Pref Mun de Pontao,Tesouro,200000.0
2024-05-22,4314506,9999991400246,24002813890,53127336000186,Pref Mun de Pinheiro Machado,Tesouro,200000.0
2024-05-22,4314407,9999991400246,24002813895,53160155000151,Fundo Munic Defesa Civil Pelotas,Tesouro,200000.0
2024-05-22,4314050,9999991400246,24002813900,14332561000100,Fundo Mun de Defesa Civil de Parobe,Tesouro,200000.0
2024-05-22,4313805,9999991400246,24002813904,53057374000100,Fundo Municipal de Defesa Civil de Palmitinho,Tesouro,200000.0
2024-05-22,4312757,9999991400246,24002813916,52992602000176,Pref Mun de Nova Alvorada,Tesouro,200000.0
2024-05-22,4322400,9999991400246,24002813934,53102995000168,Fundo Mun de Defesa Civil de Uruguaiana,Tesouro,200000.0
2024-05-22,4308607,9999991400246,24002814002,53162231000168,Pref Mun de Garibaldi,Tesouro,200000.0
2024-05-22,4303905,9999991400246,24002814204,53195877000141,Fundo Mun de Protecao de Defesa Civil Fumpdec,Tesouro,200000.0
2024-05-22,4306304,9999991400246,24002814205,53177605000119,Fundo Mun de Defesa Civil de David Canabarro,Tesouro,200000.0
2024-05-22,4304903,9999991400246,24002814207,20927868000149,Pref Mun de Casca,Tesouro,200000.0
2024-05-22,4304507,9999991400246,24002814208,53126965000191,Pref Mun de Cangucu,Tesouro,200000.0
2024-05-22,4311239,9999991400246,24002820151,55085306000180,Fundo Mun Defesa Civil de Lagoa Bonita do Sul,Tesouro,200000.0
2024-05-22,4313391,9999991400246,24002820152,14983970000169,Fundo Mun Defesa Civil Novo Cabrais,Tesouro,200000.0
2024-05-22,4318465,9999991400246,24002820154,55080859000140,Fundo Mun Defesa Civil Sao Jose do Herval,Tesouro,200000.0
2024-05-22,4319703,9999991400246,24002820161,53072595000157,Fundo Mun Defesa Civil de Sao Valentim,Tesouro,200000.0
2024-05-22,4305132,9999991400246,24002820309,23570124000108,Fundo Mun de Defesa Civil de Cerro Branco,Tesouro,200000.0
2024-05-22,4308433,9999991400246,24002821083,54040958000135,Fundo Mun Defesa Civil Forquetinha,Tesouro,200000.0
2024-05-22,4309951,9999991400246,24002821418,53364713000109,Fundo Mun Defesa Civil de Ibirapuita,Tesouro,200000.0
2024-05-22,4311791,9999991400246,24002821626,28004616000150,Fundo Mun de Defesa Civil de Marata,Tesouro,400000.0
2024-05-22,4314472,9999991400246,24002821685,55149457000154,Fundo Mun Defesa Civil Pinhal Grande,Tesouro,200000.0
2024-05-22,4315321,9999991400246,24002821789,55157932000134,Fundo Mun Defesa Civil Quevedos,Tesouro,400000.0
2024-05-22,4315453,9999991400246,24002821939,55114281000103,Fundo Mun Defesa Civl de Relvado,Tesouro,200000.0
2024-05-22,4315909,9999991400246,24002822209,20611585000193,Coord Mun Defesa Civil de Rodeio Bonito,Tesouro,400000.0
2024-05-22,4322608,9999991400246,24002824380,53099117000130,Pref Mun de Venancio Aires,Tesouro,200000.0
2024-05-22,4322707,9999991400246,24002824657,55097292000114,Fundo Mun Protecao e Defesa Civil de Vera Cruz,Tesouro,200000.0
2024-05-21,4318309,9999991400246,24002780489,53196650000110,Pref Mun de Sao Gabriel,Tesouro,-400000.0
2024-05-21,4321709,9999991400246,24002807482,22749174000194,Fundo Mun de Defesa Civil de Tres Coroas,Tesouro,-400000.0
2024-05-20,4300109,9999991400246,24002800977,53165223000175,Fundo Mun Defesa Civil Agudo,Tesouro,200000.0
2024-05-20,4300703,9999991400246,24002800994,23842640000144,Pref Mun de Anta Gorda,Tesouro,200000.0
2024-05-20,4302402,9999991400246,24002801137,53284270000138,Fundo Mun Defesa Civil Bom Retiro do Sul,Tesouro,200000.0
2024-05-20,4306056,9999991400246,24002801560,53176266000156,Pref Mun de Cristal,Tesouro,200000.0
2024-05-20,4306759,9999991400246,24002801890,31373873000173,Fundo Mun Prot Defesa Civil Doutor Ricardo,Tesouro,200000.0
2024-05-20,4309126,9999991400246,24002802334,22534724000158,Municipio de Gramado dos Loureirios,Tesouro,200000.0
2024-05-20,4312609,9999991400246,24002802378,53164437000127,Fundo Mun Defesa Civil de Mucum,Tesouro,200000.0
2024-05-20,4315156,9999991400246,24002802388,53198239000184,Pref Mun de Progresso,Tesouro,200000.0
2024-05-20,4315404,9999991400246,24002802399,53201722000170,Fundo Mun Defesa Civil de Redentora,Tesouro,200000.0
2024-05-20,4316006,9999991400246,24002802469,17963982000110,Fundo Mun Prot Defesa Civil de Rolante,Tesouro,200000.0
2024-05-20,4321204,9999991400246,24002802488,14129149000180,Pref Mun de Taquara,Tesouro,200000.0
2024-05-20,4301008,9999991400246,24002802757,19235388000138,Fundo Mun Prot Def Civil Arroio do Meio,Tesouro,200000.0
2024-05-20,4303558,9999991400246,24002802758,53099135000112,Fundo Mun Defesa Civil de Camargo,Tesouro,200000.0
2024-05-20,4303806,9999991400246,24002802760,18884666000115,Pref Mun de Campinas do Sul,Tesouro,200000.0
2024-05-20,4305157,9999991400246,24002802767,20730956000156,Pref Mun de Cerro Grande,Tesouro,200000.0
2024-05-20,4305504,9999991400246,24002802993,53134804000140,Fundo Mun Defesa Civil de Ciriaco,Tesouro,200000.0
2024-05-20,4307203,9999991400246,24002803030,53053678000107,Pref Mun de Erval Grande,Tesouro,200000.0
2024-05-20,4307807,9999991400246,24002805612,16790700000167,Fundo Mun de Defesa Civil de Estrela,Tesouro,200000.0
2024-05-20,4312054,9999991400246,24002805650,53163849000142,Pref Mun de Marques de Souza,Tesouro,200000.0
2024-05-20,4312476,9999991400246,24002805720,53620208000170,Fundo Mun Protecao Defesa Civil Morro Reuter,Tesouro,200000.0
2024-05-20,4314068,9999991400246,24002805791,53181422000177,Fundo Mun Defesa Civil de Passa Sete,Tesouro,200000.0
2024-05-20,4320677,9999991400246,24002805817,28132522000166,Fundo Mun Defesa Civil de Sinimbu,Tesouro,200000.0
2024-05-20,4321956,9999991400246,24002805838,53040939000146,Pref Mun de Trindade do Sul,Tesouro,200000.0
2024-05-20,4304101,9999991400246,24002805909,53053478000146,Pref Mun de Campos Borges,Tesouro,200000.0
2024-05-20,4305959,9999991400246,24002805921,53179414000196,Pref Mun de Cotipora,Tesouro,200000.0
2024-05-20,4308102,9999991400246,24002806318,53127203000100,Fundo Mun Prot Defesa Civil de Feliz,Tesouro,200000.0
2024-05-20,4310363,9999991400246,24002806396,23511156000132,Imigrante Fundo Mun de Defesa Civil,Tesouro,200000.0
2024-05-20,4310652,9999991400246,24002806748,15375102000169,Fundo Munic Defesa Civil de Itati,Tesouro,200000.0
2024-05-20,4312708,9999991400246,24002807159,52900106000145,Pref Mun de Nonoai,Tesouro,200000.0
2024-05-20,4315206,9999991400246,24002807245,54228724000116,Fundo Mun de Defesa Civil Putinga,Tesouro,200000.0
2024-05-20,4317251,9999991400246,24002807252,18929543000153,Fundo Mun da Defesa Civil de Santa Terez,Tesouro,200000.0
2024-05-20,4319364,9999991400246,24002807335,21097745000190,Pref Mun de Sao Pedro das Missoes,Tesouro,200000.0
2024-05-20,4319711,9999991400246,24002807396,23258357000170,Pref Mun de Sao Valentim do Sul,Tesouro,200000.0
2024-05-20,4321709,9999991400246,24002807482,22749174000194,Fundo Mun de Defesa Civil de Tres Coroas,Tesouro,400000.0
2024-05-20,4321857,9999991400246,24002807578,18999637000107,Pref Mun Tres Palmeiras,Tesouro,200000.0
2024-05-17,4301925,9999991400246,24002766018,52917070000102,Fundo Mun Defesa Civil Barra do Rio Azul,Tesouro,200000.0
2024-05-17,4302451,9999991400246,24002766219,53198484000191,Fundo Mun Prot Defesa Civil Boqueirao do Leao,Tesouro,200000.0
2024-05-17,4306429,9999991400246,24002766244,53033201000151,Pref Mun Dois Irmaos das Missoes,Tesouro,200000.0
2024-05-17,4309555,9999991400246,24002766286,53034983000143,Pref Mun de Harmonia,Tesouro,200000.0
2024-05-17,4310413,9999991400246,24002766358,53640950000147,Pref Mun de Inhacora,Tesouro,200000.0
2024-05-17,4311106,9999991400246,24002766370,53133824000104,Fundo Mun Defesa Civil de Jaguari,Tesouro,200000.0
2024-05-17,4311759,9999991400246,24002766404,53094153000101,Fundo Mun Defesa Civil de Manoel Viana,Tesouro,200000.0
2024-05-17,4313037,9999991400246,24002766423,53158724000124,Pref Mun de Nova Esperanca do Sul,Tesouro,200000.0
2024-05-17,4314787,9999991400246,24002766432,53076012000166,Pref Mun de Ponte Preta,Tesouro,200000.0
2024-05-17,4319752,9999991400246,24002766437,53132337000119,Pref Mun de Sao Vendelino,Tesouro,200000.0
2024-05-17,4320701,9999991400246,24002766460,53209898000179,Fundo Mun de Defesa Civil de Sobradinho Fumdec,Tesouro,200000.0
2024-05-17,4321832,9999991400246,24002766487,15426799000150,Fundo Mun de Defesa Civil de Tres Forquilhas,Tesouro,200000.0
2024-05-17,4300406,9999991400246,24002767999,53190448000181,Fundo Mun Defesa Civil de Alegrete,Tesouro,200000.0
2024-05-17,4303004,9999991400246,24002768048,53180445000167,Pref Mun de Cachoeira do Sul,Tesouro,200000.0
2024-05-17,4311270,9999991400246,24002768072,53326226000143,Fundo Mun Prot Def Civil Lagoa dos Tres Cantos,Tesouro,200000.0
2024-05-17,4311403,9999991400246,24002768076,15399273000128,Fundo Mun Defesa Civil Lajeado,Tesouro,200000.0
2024-05-17,4305405,9999991400246,24002768112,53201319000141,Pref Mun de Chiapetta,Tesouro,200000.0
2024-05-17,4312401,9999991400246,24002768592,53157946000122,Pref Mun de Montenegro,Tesouro,200000.0
2024-05-17,4316204,9999991400246,24002768710,53201537000186,Pref Mun de Rondinha,Tesouro,200000.0
2024-05-17,4317558,9999991400246,24002768844,19281037000163,Pref Mun de Santo Antonio do Palma,Tesouro,200000.0
2024-05-17,4301206,9999991400246,24002769328,53163925000110,Fundo Mun Defesa Civil de Arroio do Tigre,Tesouro,200000.0
2024-05-17,4302154,9999991400246,24002771658,28140443000105,Pref Mun de Boa Vista das Missoes,Tesouro,200000.0
2024-05-17,4305835,9999991400246,24002771839,53182772000158,Fundo Mun Prot Defesa Civil Coqueiro Baixo,Tesouro,200000.0
2024-05-17,4306072,9999991400246,24002772118,53162355000143,Pref Mun de Cristal do Sul,Tesouro,200000.0
2024-05-17,4306502,9999991400246,24002772540,53107395000192,Fundo Mun Defesa Civil de Dom Feliciano,Tesouro,200000.0
2024-05-17,4306924,9999991400246,24002772666,53179102000182,Pref Mun de Engenho Velho,Tesouro,200000.0
2024-05-17,4307302,9999991400246,24002773492,27989302000190,Pref Mun de Erval Seco,Tesouro,200000.0
2024-05-17,4308003,9999991400246,24002773575,52938072000188,Fundo Mun Prot Defesa Civil Faxinal do Soturno,Tesouro,200000.0
2024-05-17,4313490,9999991400246,24002774184,19399497000190,Prfeitura Mun de Novo Barreiro,Tesouro,200000.0
2024-05-17,4313441,9999991400246,24002774446,53028398000130,Fundo Mun Defesa Civil Novo Tiradentes,Tesouro,200000.0
2024-05-17,4315354,9999991400246,24002774642,53738783000171,Pref Mun de Quinze de Novembro,Tesouro,200000.0
2024-05-17,4316303,9999991400246,24002774931,53133580000151,Pref Mun de Roque Gonzales,Tesouro,200000.0
2024-05-17,4320503,9999991400246,24002775125,53340498000106,Pref Mun de Sertao,Tesouro,200000.0
2024-05-17,4311809,9999991400246,24002775244,53100056000184,Pref Mun de Marau,Tesouro,200000.0
2024-05-17,4301909,9999991400246,24002775338,53212850000110,Pref Mun de Barra do Ribeiro,Tesouro,200000.0
2024-05-17,4303509,9999991400246,24002775415,53185259000110,Pref Mun de Camaqua,Tesouro,200000.0
2024-05-17,4304697,9999991400246,24002775471,53446116000115,Pref Mun de Capitao,Tesouro,200000.0
2024-05-17,4306205,9999991400246,24002780208,53106929000166,Fundo Mun Defesa Civil Cruzeiro do Sul,Tesouro,200000.0
2024-05-17,4306452,9999991400246,24002780319,53129401000102,Fundo Mun Defesa Civil Dois Lajeados,Tesouro,200000.0
2024-05-17,4310850,9999991400246,24002780370,20167571000122,Fundo Municipal Defesa Civil de Jaboticaba,Tesouro,200000.0
2024-05-17,4311908,9999991400246,24002780396,53146464000177,Pref Mun de Marcelino Ramos,Tesouro,200000.0
2024-05-17,4314035,9999991400246,24002780397,53181006000179,Pref Mun de Pareci Novo,Tesouro,200000.0
2024-05-17,4316428,9999991400246,24002780398,53108705000193,Pref Mun de Sagrada Familia,Tesouro,200000.0
2024-05-17,4317004,9999991400246,24002780399,53147380000158,Pref Mun de Santana da Boa Vista,Tesouro,200000.0
2024-05-17,4318002,9999991400246,24002780400,53061063000114,Fundo Munic Defesa Civil de Sao Borja,Tesouro,200000.0
2024-05-17,4318051,9999991400246,24002780437,22965753000174,Pref Mun de Sao Domingos do Sul,Tesouro,200000.0
2024-05-17,4318309,9999991400246,24002780489,53196650000110,Pref Mun de Sao Gabriel,Tesouro,400000.0
2024-05-17,4323101,9999991400246,24002780494,53088113000157,Pref Mun de Vicente Dutra,Tesouro,200000.0
2024-05-17,4322855,9999991400246,24002780498,53140382000115,Fundo Mun de Defesa Civil Vespasiano Correa,Tesouro,200000.0
2024-05-17,4322806,9999991400246,24002780633,53169431000142,Fundo Mun Defesa Civil de Veranopolis,Tesouro,200000.0
2024-05-17,4318408,9999991400246,24002781013,53113336000127,Pref Mun de Sao Jeronimo,Tesouro,200000.0
2024-05-17,4318440,9999991400246,24002781178,53086991000133,Pref Mun de Sao Jorge,Tesouro,200000.0
2024-05-17,4320602,9999991400246,24002781411,53093386000190,Pref Mun de Severiano de Almeida,Tesouro,200000.0
2024-05-17,4322152,9999991400246,24002781613,53179950000191,Pref Mun de Tunas,Tesouro,200000.0
2024-05-17,4322202,9999991400246,24002781824,53134950000175,Fundo Mun Prot Defesa Civil de Tupancireta,Tesouro,200000.0
