data,chave_municipal,processo,empenho,cnpj,credor,recurso,valor
2024-06-17,4313391,24080400006269,24003286108,14983970000169,Fundo Mun Defesa Civil Novo Cabrais,Tesouro,150000.0
2024-06-17,4315321,24080400006269,24003286170,55157932000134,Fundo Mun Defesa Civil Quevedos,Tesouro,150000.0
2024-06-17,4315503,24080400006269,24003286252,54173568000133,Fundo Mun Prot Defesa Civil Restinga Seca,Tesouro,350000.0
2024-06-17,4318507,24080400006269,24003286287,53175986000105,Fundo Mun da Defesa Civil de Sao Jose do Norte,Tesouro,350000.0
2024-06-17,4320008,24080400006269,24003286334,53209348000150,Fundo Mun Defesa Civil Sapucaia do Sul,Tesouro,350000.0
2024-06-17,4321626,24080400006269,24003286388,53966671000178,Fundo Mun Defesa Civil de Travesseiro,Tesouro,350000.0
2024-06-17,4322855,24080400006269,24003286397,53140382000115,Fundo Mun de Defesa Civil Vespasiano Correa,Tesouro,350000.0
2024-06-14,4301404,24080400006277,24003284932,53204778000189,Fundo Mun Prot Def Civil Fumpdec Arvorezinha,Tesouro,150000.0
2024-06-14,4303905,24080400006277,24003285019,53195877000141,Fundo Mun de Protecao de Defesa Civil Fumpdec,Tesouro,350000.0
2024-06-13,4309753,24080400006196,24003260603,55132251000111,Fundo Mun Defesa Civil de Ibarama,Tesouro,350000.0
2024-06-13,4310702,24080400006196,24003260621,52998256000133,Pref Mun de Itatiba do Sul,Tesouro,150000.0
2024-06-13,4311239,24080400006196,24003260862,55085306000180,Fundo Mun Defesa Civil de Lagoa Bonita do Sul,Tesouro,150000.0
2024-06-13,4314787,24080400006196,24003260958,53076012000166,Pref Mun de Ponte Preta,Tesouro,350000.0
2024-06-13,4315453,24080400006196,24003261615,55114281000103,Fundo Mun Defesa Civl de Relvado,Tesouro,350000.0
2024-06-13,4317004,24080400006196,24003261671,53147380000158,Pref Mun de Santana da Boa Vista,Tesouro,150000.0
2024-06-13,4318200,24080400006196,24003262557,55149498000140,Fundo Mun Defesa Civil Sao Francisco de Paula,Tesouro,150000.0
2024-06-13,4318614,24080400006196,24003262715,28185057000121,Fundo Mun Protecao Defesa Civil Sao Jose do Su,Tesouro,150000.0
2024-06-13,4321477,24080400006196,24003262748,53180176000139,Pref Mun de Tiradentes do Sul,Tesouro,150000.0
2024-06-13,4322541,24080400006196,24003262850,20717448000138,Pref Mun de Vale Real,Tesouro,150000.0
2024-06-13,4300851,24080400006242,24003263266,53048472000180,Pref Mun de Arambare,Tesouro,200000.0
2024-06-13,4308052,24080400006242,24003265427,53179688000185,Pref Mun de Faxinalzinho,Tesouro,200000.0
2024-06-13,4308904,24080400006242,24003265482,20510741000120,Pref Mun de Getulio Vargas,Tesouro,200000.0
2024-06-13,4313425,24080400006242,24003265580,53039546000112,Pref Mun de Novo Machado,Tesouro,200000.0
2024-06-13,4314159,24080400006242,24003265596,55312117000100,Fundo Mun Defesa Civil de Paverama,Tesouro,200000.0
2024-06-13,4318432,24080400006242,24003265628,55384824000102,Fundo Mun Defesa Civil Sao Joao do Polesine,Tesouro,200000.0
2024-06-13,4322541,24080400006242,24003265653,20717448000138,Pref Mun de Vale Real,Tesouro,200000.0
2024-06-13,4322509,24080400006242,24003270613,53164225000140,Pref Mun de Vacaria,Tesouro,200000.0
2024-06-13,4302105,24080400006277,24003284967,28819730000138,Fundo Munic Defesa Civil Bento Gonçalves,Tesouro,350000.0
2024-06-13,4303558,24080400006277,24003284995,53099135000112,Fundo Mun Defesa Civil de Camargo,Tesouro,150000.0
2024-06-13,4309407,24080400006277,24003285068,19371397000156,Fundo Mun Defesa Civil de Guapore,Tesouro,350000.0
2024-06-13,4314472,24080400006277,24003285110,55149457000154,Fundo Mun Defesa Civil Pinhal Grande,Tesouro,350000.0
2024-06-13,4314779,24080400006277,24003285136,53203245000182,Pref Mun de Pontao,Tesouro,150000.0
2024-06-13,4315701,24080400006277,24003285155,53127723000112,Pref Mun de Rio Pardo,Tesouro,350000.0
2024-06-13,4317509,24080400006277,24003285225,53652760000140,Pref Mun de Santo Angelo,Tesouro,150000.0
2024-06-13,4318432,24080400006277,24003285251,55384824000102,Fundo Mun Defesa Civil Sao Joao do Polesine,Tesouro,350000.0
2024-06-13,4318457,24080400006277,24003285327,19116538000194,Pref Mun de Sao Jose das Missoes,Tesouro,150000.0
2024-06-13,4319703,24080400006277,24003285350,53072595000157,Fundo Mun Defesa Civil de Sao Valentim,Tesouro,150000.0
2024-06-13,4320263,24080400006277,24003285374,53165091000181,Pref Mun de Segredo,Tesouro,350000.0
2024-06-13,4320651,24080400006277,24003285408,55118337000190,Fundo Mun Defesa Civilfundec Silveira Martins,Tesouro,350000.0
2024-06-13,4320800,24080400006277,24003285498,53146533000142,Fundo Munic da Defesa Civil Soledade,Tesouro,150000.0
2024-06-13,4302584,24080400006277,24003285551,55267865000100,Fundo Mun Defesa Civil de Bozano,Tesouro,150000.0
2024-06-13,4305009,24080400006277,24003285734,15041549000100,Coord Mun Defesa Civil de Catuipe,Tesouro,150000.0
2024-06-12,4300570,24080400005998,24003229983,53170730000105,Pref Mun de Alto Feliz,Tesouro,150000.0
2024-06-12,4304101,24080400005998,24003230001,53053478000146,Pref Mun de Campos Borges,Tesouro,150000.0
2024-06-12,4305934,24080400005998,24003230020,53321989000100,Pref Mun de Coronel Pilar,Tesouro,150000.0
2024-06-12,4311106,24080400005998,24003230042,53133824000104,Fundo Mun Defesa Civil de Jaguari,Tesouro,350000.0
2024-06-12,4312757,24080400005998,24003230065,52992602000176,Pref Mun de Nova Alvorada,Tesouro,150000.0
2024-06-12,4313953,24080400005998,24003230099,53204598000105,Pref Mun de Pantano Grande,Tesouro,150000.0
2024-06-12,4315107,24080400005998,24003230264,53119508000170,Pref Porto Xavier,Tesouro,150000.0
2024-06-12,4315354,24080400005998,24003230296,53738783000171,Pref Mun de Quinze de Novembro,Tesouro,150000.0
2024-06-12,4319752,24080400005998,24003230351,53132337000119,Pref Mun de Sao Vendelino,Tesouro,350000.0
2024-06-12,4322251,24080400005998,24003230390,53015949000121,Pref Mun de Tupandi,Tesouro,150000.0
2024-06-12,4303202,24080400006129,24003227654,53088592000101,Pref Mun de Cacique Doble,Tesouro,150000.0
2024-06-12,4305405,24080400006129,24003227725,53201319000141,Pref Mun de Chiapetta,Tesouro,150000.0
2024-06-12,4305504,24080400006129,24003227815,53134804000140,Fundo Mun Defesa Civil de Ciriaco,Tesouro,150000.0
2024-06-12,4306809,24080400006129,24003227837,53113484000141,Fundo Mun Prot e Defesa Civil de Encantado,Tesouro,350000.0
2024-06-12,4306957,24080400006129,24003227861,53099266000108,Pref Mun de Entre Rios do Sul,Tesouro,150000.0
2024-06-12,4307203,24080400006129,24003229010,53053678000107,Pref Mun de Erval Grande,Tesouro,150000.0
2024-06-12,4308607,24080400006129,24003229051,53162231000168,Pref Mun de Garibaldi,Tesouro,150000.0
2024-06-12,4309126,24080400006129,24003229133,22534724000158,Municipio de Gramado dos Loureirios,Tesouro,150000.0
2024-06-12,4310009,24080400006129,24003229189,55193837000196,Fundo Mun Defesa Civil de Ibiruba,Tesouro,150000.0
2024-06-12,4310900,24080400006129,24003229226,18621208000193,Fundo Mun de Defesa Civil de Jacutinga,Tesouro,150000.0
2024-06-12,4312385,24080400006129,24003229262,28109535000114,Prefitura Mun de Monte Belo do Sul,Tesouro,150000.0
2024-06-12,4313441,24080400006129,24003229301,53028398000130,Fundo Mun Defesa Civil Novo Tiradentes,Tesouro,150000.0
2024-06-12,4314035,24080400006129,24003229335,53181006000179,Pref Mun de Pareci Novo,Tesouro,350000.0
2024-06-12,4316758,24080400006129,24003229358,55081751000171,Fundo Mun Defesa Civil Santa Clara do Sul,Tesouro,150000.0
2024-06-12,4317301,24080400006129,24003229469,53963551000117,Fundo Mun de Defesa Civil Fumdec,Tesouro,150000.0
2024-06-12,4318051,24080400006129,24003229523,22965753000174,Pref Mun de Sao Domingos do Sul,Tesouro,150000.0
2024-06-12,4319125,24080400006129,24003229546,53459561000110,Fundo Mun Defesa Civil Sao Martinho da Serra,Tesouro,350000.0
2024-06-12,4320677,24080400006129,24003229575,28132522000166,Fundo Mun Defesa Civil de Sinimbu,Tesouro,350000.0
2024-06-12,4320701,24080400006129,24003229780,53209898000179,Fundo Mun de Defesa Civil de Sobradinho Fumdec,Tesouro,350000.0
2024-06-12,4322608,24080400006129,24003229891,53099117000130,Pref Mun de Venancio Aires,Tesouro,350000.0
2024-06-11,4313003,24080400005912,24003217868,55133741000132,Fundo Mun Defesa Civil Nova Brescia,Tesouro,200000.0
2024-06-11,4315750,24080400005947,24003212082,53722473000169,Fundo Municipal de Defesa Civil de Riozinho,Tesouro,150000.0
2024-06-11,4317251,24080400005947,24003212289,18929543000153,Fundo Mun da Defesa Civil de Santa Terez,Tesouro,350000.0
2024-06-11,4315909,9999991400246,24002822209,20611585000193,Coord Mun Defesa Civil de Rodeio Bonito,Tesouro,200000.0
2024-06-10,4300851,24080400005840,24003184738,53048472000180,Pref Mun de Arambare,Tesouro,350000.0
2024-06-10,4302352,24080400005840,24003184766,18765582000162,Fundo Mun Defesa Civil Bom Principio,Tesouro,350000.0
2024-06-10,4305587,24080400005840,24003184793,53133549000110,Fundo Mun Defesa Civil de Colinas,Tesouro,350000.0
2024-06-10,4306304,24080400005840,24003184848,53177605000119,Fundo Mun de Defesa Civil de David Canabarro,Tesouro,150000.0
2024-06-10,4310363,24080400005840,24003184882,23511156000132,Imigrante Fundo Mun de Defesa Civil,Tesouro,350000.0
2024-06-10,4310413,24080400005840,24003184914,53640950000147,Pref Mun de Inhacora,Tesouro,150000.0
2024-06-10,4311007,24080400005840,24003184921,53172715000198,Pref Mun de Jaguarao,Tesouro,150000.0
2024-06-10,4315206,24080400005840,24003184927,54228724000116,Fundo Mun de Defesa Civil Putinga,Tesouro,350000.0
2024-06-10,4317558,24080400005840,24003184998,19281037000163,Pref Mun de Santo Antonio do Palma,Tesouro,150000.0
2024-06-10,4319711,24080400005840,24003185051,23258357000170,Pref Mun de Sao Valentim do Sul,Tesouro,350000.0
2024-06-10,4319505,24080400005912,24003185591,52996083000114,Pref Mun de Sao Sebastiao do Cai,Tesouro,200000.0
2024-06-10,4305603,24080400005912,24003210615,55264257000142,Fundo Mun de Protecao e Defesa Civil Colorado,Tesouro,200000.0
2024-06-10,4323770,24080400005912,24003210953,55209300000177,Fundo Mun Defesa Civil de Westfalia,Tesouro,200000.0
2024-06-10,4300703,24080400005947,24003211746,23842640000144,Pref Mun de Anta Gorda,Tesouro,150000.0
2024-06-10,4301206,24080400005947,24003211886,53163925000110,Fundo Mun Defesa Civil de Arroio do Tigre,Tesouro,350000.0
2024-06-10,4307104,24080400005947,24003211948,53187685000193,Pref Mun de Herval,Tesouro,150000.0
2024-06-10,4310108,24080400005947,24003211969,14901264000120,Fundo Mun Defesa Civil de Igrejinha,Tesouro,350000.0
2024-06-10,4316204,24080400005947,24003212256,53201537000186,Pref Mun de Rondinha,Tesouro,150000.0
2024-06-10,4321907,24080400005947,24003212337,53590463000117,Fundo Mun de Prot e Defesa Civil Tres Passos,Tesouro,150000.0
2024-06-10,4323606,24080400005947,24003212962,55138912000116,Fundo Mun Defesa Civil Vista Alegre do Prata,Tesouro,150000.0
2024-06-10,4323770,24080400005947,24003213013,55209300000177,Fundo Mun Defesa Civil de Westfalia,Tesouro,150000.0
2024-06-10,4314134,9999991400246,24002812530,53179256000174,Fundo Mun de Defesa Civil Fumdec,Tesouro,200000.0
2024-06-07,4306908,24080400005777,24003138528,53187272000109,Pref Mun de Encruzilhada do Sul,Tesouro,150000.0
2024-06-07,4307708,24080400005777,24003138573,18392493000118,Fundo Mun de Defesa Civil Esteio,Tesouro,350000.0
2024-06-07,4312476,24080400005777,24003138605,53620208000170,Fundo Mun Protecao Defesa Civil Morro Reuter,Tesouro,150000.0
2024-06-07,4313490,24080400005777,24003138923,19399497000190,Prfeitura Mun de Novo Barreiro,Tesouro,150000.0
2024-06-07,4313466,24080400005777,24003139213,53099656000170,Pref Mun Novo Xingu,Tesouro,150000.0
2024-06-07,4314076,24080400005777,24003139230,23527728000171,Fundo Mun Defesa Civil Passo do Sobrado,Tesouro,350000.0
2024-06-07,4314506,24080400005777,24003139256,53127336000186,Pref Mun de Pinheiro Machado,Tesouro,150000.0
2024-06-07,4315602,24080400005777,24003139336,26971029000104,Fundo Municipal Para Defesa Civil - Fumdec,Tesouro,350000.0
2024-06-07,4321204,24080400005777,24003139383,14129149000180,Pref Mun de Taquara,Tesouro,350000.0
2024-06-07,4322152,24080400005777,24003139407,53179950000191,Pref Mun de Tunas,Tesouro,150000.0
2024-06-05,4311627,24080400005173,24003030197,19116971000120,Fundo Mun Defesa Civil de Lindolfo Collor,Tesouro,200000.0
2024-06-05,4302659,24080400005335,24003048355,55165961000148,Fundo Mun Prot e Defesa Civil de Brochier,Tesouro,200000.0
2024-06-05,4316477,24080400005335,24003048377,55061271000149,Fundo Mun Defesa Civil Salvador das Missoes,Tesouro,200000.0
2024-06-05,4319802,24080400005335,24003048402,55197797000150,Fundo Mun Prot Defesa Civil Sao Vicente do Sul,Tesouro,200000.0
2024-06-05,4301008,24080400005386,24003046974,19235388000138,Fundo Mun Prot Def Civil Arroio do Meio,Tesouro,350000.0
2024-06-05,4304200,24080400005386,24003047008,18687035000106,Pref Mun de Candelaria,Tesouro,350000.0
2024-06-05,4305959,24080400005386,24003047046,53179414000196,Pref Mun de Cotipora,Tesouro,350000.0
2024-06-05,4307807,24080400005386,24003047079,16790700000167,Fundo Mun de Defesa Civil de Estrela,Tesouro,350000.0
2024-06-05,4308102,24080400005386,24003047091,53127203000100,Fundo Mun Prot Defesa Civil de Feliz,Tesouro,350000.0
2024-06-05,4308805,24080400005386,24003047118,53291871000178,Fundo Mun Defesa Civil de General Camara,Tesouro,350000.0
2024-06-05,4314407,24080400005386,24003047128,53160155000151,Fundo Munic Defesa Civil Pelotas,Tesouro,350000.0
2024-06-05,4316006,24080400005386,24003047149,17963982000110,Fundo Mun Prot Defesa Civil de Rolante,Tesouro,350000.0
2024-06-05,4321709,24080400005386,24003047170,22749174000194,Fundo Mun de Defesa Civil de Tres Coroas,Tesouro,350000.0
2024-06-05,4322707,24080400005386,24003047195,55097292000114,Fundo Mun Protecao e Defesa Civil de Vera Cruz,Tesouro,350000.0
2024-06-05,4301651,24080400005424,24003047558,53253814000102,Pref Mun de Barao,Tesouro,150000.0
2024-06-05,4304689,24080400005424,24003047587,55124776000105,Fundo Mun Defesa Civil Capela de Santana,Tesouro,150000.0
2024-06-05,4307005,24080400005424,24003047645,53099510000124,Fundo Mun Defesa Civil de Erechim,Tesouro,150000.0
2024-06-05,4307864,24080400005424,24003047677,55118457000197,Fundo Mun Defesa Civil de Fagundes Varela,Tesouro,150000.0
2024-06-05,4307906,24080400005424,24003047754,21548749000148,Fundo Mun Prot e Defesa Civil de Farroupilha,Tesouro,150000.0
2024-06-05,4308201,24080400005424,24003047782,53163776000199,Prfeitura Mun de Flores da Cunha,Tesouro,150000.0
2024-06-05,4310579,24080400005424,24003047832,55084930000162,Fundo Mun de Protecao e Defesa Civil Fumpdec,Tesouro,150000.0
2024-06-05,4300109,24080400005629,24003049295,53165223000175,Fundo Mun Defesa Civil Agudo,Tesouro,350000.0
2024-06-05,4305835,24080400005629,24003049301,53182772000158,Fundo Mun Prot Defesa Civil Coqueiro Baixo,Tesouro,350000.0
2024-06-05,4306007,24080400005629,24003049302,18096217000102,Pref Mun de Crissiumal,Tesouro,150000.0
2024-06-05,4306205,24080400005629,24003049362,53106929000166,Fundo Mun Defesa Civil Cruzeiro do Sul,Tesouro,350000.0
2024-06-05,4306759,24080400005629,24003049378,31373873000173,Fundo Mun Prot Defesa Civil Doutor Ricardo,Tesouro,350000.0
2024-06-05,4308003,24080400005629,24003049386,52938072000188,Fundo Mun Prot Defesa Civil Faxinal do Soturno,Tesouro,350000.0
2024-06-05,4311791,24080400005629,24003049395,28004616000150,Fundo Mun de Defesa Civil de Marata,Tesouro,150000.0
2024-06-05,4313037,24080400005629,24003049482,53158724000124,Pref Mun de Nova Esperanca do Sul,Tesouro,150000.0
2024-06-05,4319505,24080400005629,24003049502,52996083000114,Pref Mun de Sao Sebastiao do Cai,Tesouro,350000.0
2024-06-05,4322004,24080400005629,24003049853,55043182000170,Fundo Mun de Defesa Civil Fumdec,Tesouro,350000.0
2024-06-04,4304309,24080400005211,24002976826,14945397000107,Pref Mun de Candido Godoi,Tesouro,200000.0
2024-06-04,4304689,24080400005211,24003018134,55124776000105,Fundo Mun Defesa Civil Capela de Santana,Tesouro,200000.0
2024-06-04,4310009,24080400005211,24003018158,55193837000196,Fundo Mun Defesa Civil de Ibiruba,Tesouro,200000.0
2024-06-04,4307708,9999991400246,24002811085,18392493000118,Fundo Mun de Defesa Civil Esteio,Tesouro,200000.0
2024-06-04,4318200,9999991400246,24002869440,55149498000140,Fundo Mun Defesa Civil Sao Francisco de Paula,Tesouro,200000.0
2024-06-03,4305108,24080400005130,24002975732,53572821000169,Fundo Mun Prot Defesa Civil de Caxias do Sul,Tesouro,200000.0
2024-06-03,4310108,24080400005130,24002975931,14901264000120,Fundo Mun Defesa Civil de Igrejinha,Tesouro,200000.0
2024-06-03,4310306,24080400005130,24002975980,55078656000119,Fundo Mun Defesa Civil de Ilopolis,Tesouro,200000.0
2024-06-03,4311007,24080400005130,24002976034,53172715000198,Pref Mun de Jaguarao,Tesouro,200000.0
2024-06-03,4314605,24080400005130,24002976067,53213888000107,Fundo Mun Defesa Civil de Piratini,Tesouro,200000.0
2024-06-03,4300638,24080400005173,24002976738,53215243000103,Pref Mun de Amaral Ferrador,Tesouro,200000.0
2024-06-03,4313409,24080400005173,24002976773,55152962000158,Fundo Mun Defesa Civil de Novo Hamburgo,Tesouro,200000.0
2024-06-03,4317954,24080400005173,24002976807,53178260000118,Pref Mun de Santo Expedito do Sul,Tesouro,200000.0
2024-06-03,4310579,9999991400246,24002812652,55084930000162,Fundo Mun de Protecao e Defesa Civil Fumpdec,Tesouro,200000.0
2024-05-31,4307708,9999991400246,24002811085,18392493000118,Fundo Mun de Defesa Civil Esteio,Tesouro,-400000.0
2024-05-31,4316907,9999991400246,24002812664,54060951000185,Fundo Mun Defesa Civil de Santa Maria Fumdec,Tesouro,200000.0
2024-05-31,4311791,9999991400246,24002821626,28004616000150,Fundo Mun de Defesa Civil de Marata,Tesouro,200000.0
2024-05-31,4315321,9999991400246,24002821789,55157932000134,Fundo Mun Defesa Civil Quevedos,Tesouro,200000.0
2024-05-31,4318200,9999991400246,24002869440,55149498000140,Fundo Mun Defesa Civil Sao Francisco de Paula,Tesouro,-400000.0
2024-05-29,4300554,24080400005122,24002913553,55135900000138,Fundo Mun Defesa Civil de Alto Alegre,Tesouro,200000.0
2024-05-29,4302352,24080400005122,24002913611,18765582000162,Fundo Mun Defesa Civil Bom Principio,Tesouro,200000.0
2024-05-29,4305124,24080400005122,24002913618,53204866000180,Pref Mun de Cerrito,Tesouro,200000.0
2024-05-29,4306379,24080400005122,24002913624,55208662000143,Fundo Mun Defesa Civil Dilermando de Aguiar,Tesouro,200000.0
2024-05-29,4309308,24080400005122,24002913669,55195693000107,Fundo Mun Protecao e Defesa Civil de Guaiba,Tesouro,200000.0
2024-05-29,4315008,24080400005122,24002913672,53105936000143,Fundo Mun Defesa Civil Porto Lucena,Tesouro,200000.0
2024-05-29,4321303,24080400005122,24002913684,16418210000134,Pref Mun de Taquari,Tesouro,200000.0
2024-05-29,4309753,24080400005122,24002914079,55132251000111,Fundo Mun Defesa Civil de Ibarama,Tesouro,200000.0
2024-05-29,4313706,24080400005122,24002914087,53063519000185,Pref Mun de Palmeira das Missoes,Tesouro,200000.0
2024-05-29,4314027,24080400005122,24002914105,53853418000108,Fundo Municipal Defesa Civil de Paraiso do Sul,Tesouro,200000.0
2024-05-29,4314209,24080400005122,24002914116,53192438000185,Pref Mun de Pedro Osorio,Tesouro,200000.0
2024-05-29,4320651,24080400005122,24002914140,55118337000190,Fundo Mun Defesa Civilfundec Silveira Martins,Tesouro,200000.0
2024-05-29,4318309,9999991400246,24002780489,53196650000110,Pref Mun de Sao Gabriel,Tesouro,200000.0
2024-05-29,4307708,9999991400246,24002811085,18392493000118,Fundo Mun de Defesa Civil Esteio,Tesouro,400000.0
2024-05-29,4300802,9999991400246,24002869028,53444587000194,Pref Mun de Antonio Prado,Tesouro,200000.0
2024-05-29,4301651,9999991400246,24002869066,53253814000102,Pref Mun de Barao,Tesouro,200000.0
2024-05-29,4303673,9999991400246,24002869101,53161326000167,Pref Mun de Campestre da Serra,Tesouro,200000.0
2024-05-29,4304622,9999991400246,24002869113,53620652000195,Fundo Mun Defesa Civil Capao Bonito do Sul,Tesouro,200000.0
2024-05-29,4307864,9999991400246,24002869206,55118457000197,Fundo Mun Defesa Civil de Fagundes Varela,Tesouro,200000.0
2024-05-29,4307906,9999991400246,24002869256,21548749000148,Fundo Mun Prot e Defesa Civil de Farroupilha,Tesouro,200000.0
2024-05-29,4308201,9999991400246,24002869326,53163776000199,Prfeitura Mun de Flores da Cunha,Tesouro,200000.0
2024-05-29,4312385,9999991400246,24002869364,28109535000114,Prefitura Mun de Monte Belo do Sul,Tesouro,200000.0
2024-05-29,4313086,9999991400246,24002869380,53203184000153,Pref Mun de Nova Padua,Tesouro,200000.0
2024-05-29,4318200,9999991400246,24002869440,55149498000140,Fundo Mun Defesa Civil Sao Francisco de Paula,Tesouro,400000.0
2024-05-29,4318424,9999991400246,24002869470,53113800000185,Fundo Mun Prot Defesa Civil Sao Joao da Urtiga,Tesouro,200000.0
2024-05-29,4318481,9999991400246,24002869584,53216341000165,Fundo Mun Defesa Civil Sao Jose do Hortensio,Tesouro,200000.0
2024-05-29,4319000,9999991400246,24002869615,53201625000188,Pref Mun de Sao Marcos,Tesouro,200000.0
2024-05-29,4323606,9999991400246,24002869650,55138912000116,Fundo Mun Defesa Civil Vista Alegre do Prata,Tesouro,200000.0
2024-05-28,4316758,9999991400246,24002861788,55081751000171,Fundo Mun Defesa Civil Santa Clara do Sul,Tesouro,200000.0
2024-05-24,4316758,9999991400246,24002861788,55081751000171,Fundo Mun Defesa Civil Santa Clara do Sul,Tesouro,-400000.0
2024-05-23,4307708,9999991400246,24002811085,18392493000118,Fundo Mun de Defesa Civil Esteio,Tesouro,-400000.0
2024-05-23,4314134,9999991400246,24002812530,53179256000174,Fundo Mun de Defesa Civil Fumdec,Tesouro,-400000.0
2024-05-23,4310579,9999991400246,24002812652,55084930000162,Fundo Mun de Protecao e Defesa Civil Fumpdec,Tesouro,-400000.0
2024-05-23,4316907,9999991400246,24002812664,54060951000185,Fundo Mun Defesa Civil de Santa Maria Fumdec,Tesouro,-400000.0
2024-05-23,4311791,9999991400246,24002821626,28004616000150,Fundo Mun de Defesa Civil de Marata,Tesouro,-400000.0
2024-05-23,4315321,9999991400246,24002821789,55157932000134,Fundo Mun Defesa Civil Quevedos,Tesouro,-400000.0
2024-05-23,4315909,9999991400246,24002822209,20611585000193,Coord Mun Defesa Civil de Rodeio Bonito,Tesouro,-400000.0
2024-05-23,4304200,9999991400246,24002843133,18687035000106,Pref Mun de Candelaria,Tesouro,200000.0
2024-05-23,4304358,9999991400246,24002843318,53191030000199,Fundo Mun de Defesa Civil de Candiota,Tesouro,200000.0
2024-05-23,4304853,9999991400246,24002843322,53160576000182,Fundo Mun Prot Defesa Civil de Carlos Gomes,Tesouro,200000.0
2024-05-23,4306320,9999991400246,24002843383,53208284000172,Fundo Mun de Defesa Civil Fundec Derrubadas,Tesouro,200000.0
2024-05-23,4306734,9999991400246,24002843507,53031202000167,Pref Mun de Doutor Mauricio Cardoso,Tesouro,200000.0
2024-05-23,4315602,9999991400246,24002843554,26971029000104,Fundo Municipal Para Defesa Civil - Fumdec,Tesouro,200000.0
2024-05-23,4320263,9999991400246,24002843639,53165091000181,Pref Mun de Segredo,Tesouro,200000.0
2024-05-23,4316758,9999991400246,24002861788,55081751000171,Fundo Mun Defesa Civil Santa Clara do Sul,Tesouro,400000.0
2024-05-23,4320453,9999991400246,24002861827,55142570000108,Fundo Mun de Defesa Civil de Serio,Tesouro,200000.0
2024-05-22,4321709,9999991400246,24002807482,22749174000194,Fundo Mun de Defesa Civil de Tres Coroas,Tesouro,200000.0
2024-05-22,4300570,9999991400246,24002810881,53170730000105,Pref Mun de Alto Feliz,Tesouro,200000.0
2024-05-22,4322004,9999991400246,24002810885,55043182000170,Fundo Mun de Defesa Civil Fumdec,Tesouro,200000.0
2024-05-22,4302055,9999991400246,24002810926,52900833000102,Pref Mun de Benjamin Constant do Sul,Tesouro,200000.0
2024-05-22,4302907,9999991400246,24002811008,54775730000193,Fundo Mun de Defesa Civil Cacequi,Tesouro,200000.0
2024-05-22,4303202,9999991400246,24002811020,53088592000101,Pref Mun de Cacique Doble,Tesouro,200000.0
2024-05-22,4306130,9999991400246,24002811049,53799293000185,Fundo Mun Defesa Civil Fumdec,Tesouro,200000.0
2024-05-22,4303400,9999991400246,24002811054,53113587000101,Pref Mun de Caicara,Tesouro,200000.0
2024-05-22,4313102,9999991400246,24002811064,54324554000173,Fundo Mun Protecao e Defesa Civil Nova Palma,Tesouro,200000.0
2024-05-22,4305306,9999991400246,24002811069,53195934000192,Pref Mun de Chapada,Tesouro,200000.0
2024-05-22,4307708,9999991400246,24002811085,18392493000118,Fundo Mun de Defesa Civil Esteio,Tesouro,400000.0
2024-05-22,4305587,9999991400246,24002811086,53133549000110,Fundo Mun Defesa Civil de Colinas,Tesouro,200000.0
2024-05-22,4306809,9999991400246,24002811099,53113484000141,Fundo Mun Prot e Defesa Civil de Encantado,Tesouro,200000.0
2024-05-22,4306908,9999991400246,24002811120,53187272000109,Pref Mun de Encruzilhada do Sul,Tesouro,200000.0
2024-05-22,4309159,9999991400246,24002811133,53410128000190,Pref Mun de Gramado Xavier,Tesouro,200000.0
2024-05-22,4311601,9999991400246,24002811177,20934248000137,Preefeitura Mun de Liberato Salzano,Tesouro,200000.0
2024-05-22,4313201,9999991400246,24002811192,53201487000137,Fundo Mun Prot Defesa Civil Nova Petropolis,Tesouro,200000.0
2024-05-22,4314001,9999991400246,24002811422,53109764000186,Fundo Mun Prot e Defesa Civil de Parai,Tesouro,200000.0
2024-05-22,4315750,9999991400246,24002811493,53722473000169,Fundo Municipal de Defesa Civil de Riozinho,Tesouro,200000.0
2024-05-22,4315800,9999991400246,24002811575,53178538000157,Fundo Mun Prot Defesa Civil Roca Sales,Tesouro,200000.0
2024-05-22,4316105,9999991400246,24002811714,53192115000191,Pref Mun de Ronda Alta,Tesouro,200000.0
2024-05-22,4316501,9999991400246,24002811755,18986003000101,Pref Mun de Salvador do Sul,Tesouro,200000.0
2024-05-22,4318507,9999991400246,24002811771,53175986000105,Fundo Mun da Defesa Civil de Sao Jose do Norte,Tesouro,200000.0
2024-05-22,4320800,9999991400246,24002811916,53146533000142,Fundo Munic da Defesa Civil Soledade,Tesouro,200000.0
2024-05-22,4323408,9999991400246,24002812064,52961154000143,Pref Mun de Vila Maria,Tesouro,200000.0
2024-05-22,4302105,9999991400246,24002812148,28819730000138,Fundo Munic Defesa Civil Bento Gonçalves,Tesouro,200000.0
2024-05-22,4305934,9999991400246,24002812155,53321989000100,Pref Mun de Coronel Pilar,Tesouro,200000.0
2024-05-22,4307815,9999991400246,24002812159,53292704000141,Fundo Mun de Defesa Civil Fumdec,Tesouro,200000.0
2024-05-22,4313953,9999991400246,24002812164,53204598000105,Pref Mun de Pantano Grande,Tesouro,200000.0
2024-05-22,4300901,9999991400246,24002812174,53158863000158,Fundo Mun de Prot e Defesa Civil de Aratiba,Tesouro,200000.0
