chave_municipal,municipio_cobertura,localizacao_cobertura,afetado_lista_2024_06_11,qtd_movimentacoes_base,creditos_base,ajustes_negativos_base,saldo_liquido_base,qtd_movimentacoes_ate_extrato,saldo_liquido_ate_extrato,situacao_na_base,situacao_comparacao
4308201,Flores da Cunha,"Flores da Cunha, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4308250,Floriano Peixoto,"Floriano Peixoto, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4308300,Fontoura Xavier,"Fontoura Xavier, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,0,0.00,saldo_positivo,afetado_com_registro
4308409,Formigueiro,"Formigueiro, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4308433,Forquetinha,"Forquetinha, Rio Grande do Sul, Brasil",1,2,984883.72,0.00,984883.72,1,200000.00,saldo_positivo,afetado_com_registro
4308458,Fortaleza dos Valos,"Fortaleza dos Valos, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4308508,Frederico Westphalen,"Frederico Westphalen, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4308607,Garibaldi,"Garibaldi, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4308656,Garruchos,"Garruchos, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4308706,Gaurama,"Gaurama, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4308805,General Câmara,"General Câmara, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,2,550000.00,saldo_positivo,afetado_com_registro
4308854,Gentil,"Gentil, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4308904,Getúlio Vargas,"Getúlio Vargas, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4309001,Giruá,"Giruá, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4309050,Glorinha,"Glorinha, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4309100,Gramado,"Gramado, Rio Grande do Sul, Brasil",1,3,2904651.16,0.00,2904651.16,0,0.00,saldo_positivo,afetado_com_registro
4309159,Gramado Xavier,"Gramado Xavier, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4309126,Gramado dos Loureiros,"Gramado dos Loureiros, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4309209,Gravataí,"Gravataí, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4309258,Guabiju,"Guabiju, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4309407,Guaporé,"Guaporé, Rio Grande do Sul, Brasil",1,3,2381395.35,0.00,2381395.35,1,200000.00,saldo_positivo,afetado_com_registro
4309506,Guarani das Missões,"Guarani das Missões, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4309308,Guaíba,"Guaíba, Rio Grande do Sul, Brasil",1,3,4474418.60,0.00,4474418.60,1,200000.00,saldo_positivo,afetado_com_registro
4309555,Harmonia,"Harmonia, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4307104,Herval,"Herval, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4309571,Herveiras,"Herveiras, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4309605,Horizontina,"Horizontina, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4309654,Hulha Negra,"Hulha Negra, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4309704,Humaitá,"Humaitá, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4309753,Ibarama,"Ibarama, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,1,200000.00,saldo_positivo,afetado_com_registro
4309803,Ibiaçá,"Ibiaçá, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4309902,Ibiraiaras,"Ibiraiaras, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4309951,Ibirapuitã,"Ibirapuitã, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4310009,Ibirubá,"Ibirubá, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4310108,Igrejinha,"Igrejinha, Rio Grande do Sul, Brasil",1,3,2643023.26,0.00,2643023.26,2,550000.00,saldo_positivo,afetado_com_registro
4310207,Ijuí,"Ijuí, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4310306,Ilópolis,"Ilópolis, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4310330,Imbé,"Imbé, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4310363,Imigrante,"Imigrante, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,2,550000.00,saldo_positivo,afetado_com_registro
4310405,Independência,"Independência, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4310413,Inhacorá,"Inhacorá, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4310462,Ipiranga do Sul,"Ipiranga do Sul, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4310439,Ipê,"Ipê, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4310504,Iraí,"Iraí, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4310538,Itaara,"Itaara, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4310553,Itacurubi,"Itacurubi, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4310579,Itapuca,"Itapuca, Rio Grande do Sul, Brasil",1,4,750000.00,-400000.00,350000.00,4,350000.00,saldo_positivo,afetado_com_registro
4310603,Itaqui,"Itaqui, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4310652,Itati,"Itati, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4310702,Itatiba do Sul,"Itatiba do Sul, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4310751,Ivorá,"Ivorá, Rio Grande do Sul, Brasil",1,2,984883.72,0.00,984883.72,0,0.00,saldo_positivo,afetado_com_registro
4310801,Ivoti,"Ivoti, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4310850,Jaboticaba,"Jaboticaba, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4310876,Jacuizinho,"Jacuizinho, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4310900,Jacutinga,"Jacutinga, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4311106,Jaguari,"Jaguari, Rio Grande do Sul, Brasil",1,3,1596511.63,0.00,1596511.63,1,200000.00,saldo_positivo,afetado_com_registro
4311007,Jaguarão,"Jaguarão, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4311122,Jaquirana,"Jaquirana, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4311130,Jari,"Jari, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4311155,Jóia,"Jóia, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4311205,Júlio de Castilhos,"Júlio de Castilhos, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4311239,Lagoa Bonita do Sul,"Lagoa Bonita do Sul, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4311304,Lagoa Vermelha,"Lagoa Vermelha, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4311270,Lagoa dos Três Cantos,"Lagoa dos Três Cantos, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4311254,Lagoão,"Lagoão, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4311403,Lajeado,"Lajeado, Rio Grande do Sul, Brasil",1,2,4124418.60,0.00,4124418.60,1,200000.00,saldo_positivo,afetado_com_registro
4311429,Lajeado do Bugre,"Lajeado do Bugre, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4311502,Lavras do Sul,"Lavras do Sul, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4311601,Liberato Salzano,"Liberato Salzano, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4311627,Lindolfo Collor,"Lindolfo Collor, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4311643,Linha Nova,"Linha Nova, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4311700,Machadinho,"Machadinho, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4311734,Mampituba,"Mampituba, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4311759,Manoel Viana,"Manoel Viana, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4311775,Maquiné,"Maquiné, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,1,200000.00,saldo_positivo,afetado_com_registro
4311791,Maratá,"Maratá, Rio Grande do Sul, Brasil",1,4,750000.00,-400000.00,350000.00,4,350000.00,saldo_positivo,afetado_com_registro
4311809,Marau,"Marau, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4311908,Marcelino Ramos,"Marcelino Ramos, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4311981,Mariana Pimentel,"Mariana Pimentel, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4312005,Mariano Moro,"Mariano Moro, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4312054,Marques de Souza,"Marques de Souza, Rio Grande do Sul, Brasil",1,2,984883.72,0.00,984883.72,1,200000.00,saldo_positivo,afetado_com_registro
4312104,Mata,"Mata, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4312138,Mato Castelhano,"Mato Castelhano, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4312153,Mato Leitão,"Mato Leitão, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4312179,Mato Queimado,"Mato Queimado, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4312203,Maximiliano de Almeida,"Maximiliano de Almeida, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4311718,Maçambará,"Maçambará, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4312252,Minas do Leão,"Minas do Leão, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4312302,Miraguaí,"Miraguaí, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4312351,Montauri,"Montauri, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4312377,Monte Alegre dos Campos,"Monte Alegre dos Campos, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4312385,Monte Belo do Sul,"Monte Belo do Sul, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4312401,Montenegro,"Montenegro, Rio Grande do Sul, Brasil",1,3,3689534.88,0.00,3689534.88,1,200000.00,saldo_positivo,afetado_com_registro
4312427,Mormaço,"Mormaço, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4312443,Morrinhos do Sul,"Morrinhos do Sul, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4312450,Morro Redondo,"Morro Redondo, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4312476,Morro Reuter,"Morro Reuter, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4312500,Mostardas,"Mostardas, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4312617,Muitos Capões,"Muitos Capões, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4312625,Muliterno,"Muliterno, Rio Grande do Sul, Brasil",0,0,0.00,0.00,0.00,0,0.00,sem_registro,nao_listado_sem_registro
4312609,Muçum,"Muçum, Rio Grande do Sul, Brasil",1,2,984883.72,0.00,984883.72,1,200000.00,saldo_positivo,afetado_com_registro
4312674,Nicolau Vergueiro,"Nicolau Vergueiro, Rio Grande do Sul, Brasil",0,0,0.00,0.00,0.00,0,0.00,sem_registro,nao_listado_sem_registro
4312708,Nonoai,"Nonoai, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4312757,Nova Alvorada,"Nova Alvorada, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4312807,Nova Araçá,"Nova Araçá, Rio Grande do Sul, Brasil",0,0,0.00,0.00,0.00,0,0.00,sem_registro,nao_listado_sem_registro
4312906,Nova Bassano,"Nova Bassano, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4312955,Nova Boa Vista,"Nova Boa Vista, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4313003,Nova Bréscia,"Nova Bréscia, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4313011,Nova Candelária,"Nova Candelária, Rio Grande do Sul, Brasil",0,0,0.00,0.00,0.00,0,0.00,sem_registro,nao_listado_sem_registro
4313037,Nova Esperança do Sul,"Nova Esperança do Sul, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4313060,Nova Hartz,"Nova Hartz, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4313102,Nova Palma,"Nova Palma, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,1,200000.00,saldo_positivo,afetado_com_registro
4313201,Nova Petrópolis,"Nova Petrópolis, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4313300,Nova Prata,"Nova Prata, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4313086,Nova Pádua,"Nova Pádua, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4313334,Nova Ramada,"Nova Ramada, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4313359,Nova Roma do Sul,"Nova Roma do Sul, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4313375,Nova Santa Rita,"Nova Santa Rita, Rio Grande do Sul, Brasil",1,2,2031395.35,0.00,2031395.35,0,0.00,saldo_positivo,afetado_com_registro
4313490,Novo Barreiro,"Novo Barreiro, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4313391,Novo Cabrais,"Novo Cabrais, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4313409,Novo Hamburgo,"Novo Hamburgo, Rio Grande do Sul, Brasil",1,2,5432558.14,0.00,5432558.14,1,200000.00,saldo_positivo,afetado_com_registro
4313425,Novo Machado,"Novo Machado, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4313441,Novo Tiradentes,"Novo Tiradentes, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4313466,Novo Xingu,"Novo Xingu, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4312658,Não-Me-Toque,"Não-Me-Toque, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4313508,Osório,"Osório, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4313607,Paim Filho,"Paim Filho, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4313656,Palmares do Sul,"Palmares do Sul, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4313706,Palmeira das Missões,"Palmeira das Missões, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4313805,Palmitinho,"Palmitinho, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4313904,Panambi,"Panambi, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4313953,Pantano Grande,"Pantano Grande, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4314001,Paraí,"Paraí, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4314027,Paraíso do Sul,"Paraíso do Sul, Rio Grande do Sul, Brasil",1,2,984883.72,0.00,984883.72,1,200000.00,saldo_positivo,afetado_com_registro
4314035,Pareci Novo,"Pareci Novo, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,1,200000.00,saldo_positivo,afetado_com_registro
4314050,Parobé,"Parobé, Rio Grande do Sul, Brasil",1,2,3077906.98,0.00,3077906.98,1,200000.00,saldo_positivo,afetado_com_registro
4314068,Passa Sete,"Passa Sete, Rio Grande do Sul, Brasil",1,2,984883.72,0.00,984883.72,1,200000.00,saldo_positivo,afetado_com_registro
4314100,Passo Fundo,"Passo Fundo, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4314076,Passo do Sobrado,"Passo do Sobrado, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,2,550000.00,saldo_positivo,afetado_com_registro
4314134,Paulo Bento,"Paulo Bento, Rio Grande do Sul, Brasil",1,3,600000.00,-400000.00,200000.00,3,200000.00,saldo_positivo,afetado_com_registro
4314159,Paverama,"Paverama, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4314175,Pedras Altas,"Pedras Altas, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4314209,Pedro Osório,"Pedro Osório, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4314308,Pejuçara,"Pejuçara, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4314407,Pelotas,"Pelotas, Rio Grande do Sul, Brasil",1,3,5782558.14,0.00,5782558.14,2,550000.00,saldo_positivo,afetado_com_registro
4314423,Picada Café,"Picada Café, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4314456,Pinhal,"Pinhal, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4314472,Pinhal Grande,"Pinhal Grande, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,1,200000.00,saldo_positivo,afetado_com_registro
4314464,Pinhal da Serra,"Pinhal da Serra, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4314498,Pinheirinho do Vale,"Pinheirinho do Vale, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4314506,Pinheiro Machado,"Pinheiro Machado, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,2,350000.00,saldo_positivo,afetado_com_registro
4314548,Pinto Bandeira,"Pinto Bandeira, Rio Grande do Sul, Brasil",1,1,150000.00,0.00,150000.00,0,0.00,saldo_positivo,afetado_com_registro
4314555,Pirapó,"Pirapó, Rio Grande do Sul, Brasil",1,5,1000000.00,-800000.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4314605,Piratini,"Piratini, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4314704,Planalto,"Planalto, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4314787,Ponte Preta,"Ponte Preta, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,1,200000.00,saldo_positivo,afetado_com_registro
4314779,Pontão,"Pontão, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4314902,Porto Alegre,"Porto Alegre, Rio Grande do Sul, Brasil",1,5,16247674.42,-10465116.28,5782558.14,0,0.00,saldo_positivo,afetado_com_registro
4315008,Porto Lucena,"Porto Lucena, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4315057,Porto Mauá,"Porto Mauá, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4315073,Porto Vera Cruz,"Porto Vera Cruz, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4315107,Porto Xavier,"Porto Xavier, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4314803,Portão,"Portão, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4315131,Pouso Novo,"Pouso Novo, Rio Grande do Sul, Brasil",1,1,784883.72,0.00,784883.72,0,0.00,saldo_positivo,afetado_com_registro
4314753,Poço das Antas,"Poço das Antas, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4315149,Presidente Lucena,"Presidente Lucena, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,0,0.00,saldo_positivo,afetado_com_registro
4315156,Progresso,"Progresso, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4315172,Protásio Alves,"Protásio Alves, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,0,0.00,saldo_positivo,afetado_com_registro
4315206,Putinga,"Putinga, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,2,550000.00,saldo_positivo,afetado_com_registro
4315305,Quaraí,"Quaraí, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4315313,Quatro Irmãos,"Quatro Irmãos, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
4315321,Quevedos,"Quevedos, Rio Grande do Sul, Brasil",1,4,750000.00,-400000.00,350000.00,3,200000.00,saldo_positivo,afetado_com_registro
4315354,Quinze de Novembro,"Quinze de Novembro, Rio Grande do Sul, Brasil",1,2,350000.00,0.00,350000.00,1,200000.00,saldo_positivo,afetado_com_registro
4315404,Redentora,"Redentora, Rio Grande do Sul, Brasil",1,1,200000.00,0.00,200000.00,1,200000.00,saldo_positivo,afetado_com_registro
4315453,Relvado,"Relvado, Rio Grande do Sul, Brasil",1,3,1334883.72,0.00,1334883.72,1,200000.00,saldo_positivo,afetado_com_registro
4315503,Restinga Sêca,"Restinga Sêca, Rio Grande do Sul, Brasil",1,3,1858139.53,0.00,1858139.53,1,200000.00,saldo_positivo,afetado_com_registro
4315602,Rio Grande,"Rio Grande, Rio Grande do Sul, Brasil",1,3,5782558.14,0.00,5782558.14,2,550000.00,saldo_positivo,afetado_com_registro
4315701,Rio Pardo,"Rio Pardo, Rio Grande do Sul, Brasil",1,2,2443023.26,0.00,2443023.26,0,0.00,saldo_positivo,afetado_com_registro
4315552,Rio dos Índios,"Rio dos Índios, Rio Grande do Sul, Brasil",1,0,0.00,0.00,0.00,0,0.00,sem_registro,afetado_sem_registro
